State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,EAST GODAVARI,Coconut,2013-14,Whole Year,49114,Hectare,720895000,Nuts,14677.99405
Andhra Pradesh,EAST GODAVARI,Coconut,2014-15,Whole Year,46865,Hectare,715300000,Nuts,15262.98944
Andhra Pradesh,EAST GODAVARI,Coconut,2015-16,Whole Year,50490,Hectare,737154000,Nuts,14600
Andhra Pradesh,GUNTUR,Coconut,2013-14,Whole Year,111,Hectare,1840000,Nuts,16576.57658
Andhra Pradesh,GUNTUR,Coconut,2014-15,Whole Year,112,Hectare,800000,Nuts,7142.857143
Andhra Pradesh,GUNTUR,Coconut,2015-16,Whole Year,99,Hectare,920000,Nuts,9292.929293
Andhra Pradesh,KADAPA,Coconut,2013-14,Whole Year,90,Hectare,647000,Nuts,7188.888889
Andhra Pradesh,KADAPA,Coconut,2014-15,Whole Year,121,Hectare,1500000,Nuts,12396.69421
Andhra Pradesh,KADAPA,Coconut,2015-16,Whole Year,121,Hectare,1800000,Nuts,14876.03306
Andhra Pradesh,KRISHNA,Coconut,2013-14,Whole Year,2053,Hectare,34029000,Nuts,16575.25572
Andhra Pradesh,KRISHNA,Coconut,2014-15,Whole Year,1829,Hectare,30000000,Nuts,16402.40569
Andhra Pradesh,KRISHNA,Coconut,2015-16,Whole Year,1872,Hectare,27465000,Nuts,14671.47436
Andhra Pradesh,KURNOOL,Coconut,2013-14,Whole Year,8,Hectare,58000,Nuts,7250
Andhra Pradesh,PRAKASAM,Coconut,2013-14,Whole Year,39,Hectare,646000,Nuts,16564.10256
Andhra Pradesh,PRAKASAM,Coconut,2014-15,Whole Year,37,Hectare,600000,Nuts,16216.21622
Andhra Pradesh,PRAKASAM,Coconut,2015-16,Whole Year,40,Hectare,600000,Nuts,15000
Andhra Pradesh,SPSR NELLORE,Coconut,2013-14,Whole Year,543,Hectare,9000000,Nuts,16574.58564
Andhra Pradesh,SPSR NELLORE,Coconut,2014-15,Whole Year,491,Hectare,6000000,Nuts,12219.95927
Andhra Pradesh,SPSR NELLORE,Coconut,2015-16,Whole Year,498,Hectare,5976000,Nuts,12000
Andhra Pradesh,SRIKAKULAM,Coconut,2013-14,Whole Year,13812,Hectare,249859000,Nuts,18089.99421
Andhra Pradesh,SRIKAKULAM,Coconut,2014-15,Whole Year,13811,Hectare,167800000,Nuts,12149.73572
Andhra Pradesh,SRIKAKULAM,Coconut,2015-16,Whole Year,14753,Hectare,175100000,Nuts,11868.77245
Andhra Pradesh,VISAKHAPATANAM,Coconut,2013-14,Whole Year,5999,Hectare,76721000,Nuts,12788.96483
Andhra Pradesh,VISAKHAPATANAM,Coconut,2014-15,Whole Year,7416,Hectare,130500000,Nuts,17597.08738
Andhra Pradesh,VISAKHAPATANAM,Coconut,2015-16,Whole Year,7300,Hectare,102200000,Nuts,14000
Andhra Pradesh,VIZIANAGARAM,Coconut,2013-14,Whole Year,2630,Hectare,43592000,Nuts,16574.90494
Andhra Pradesh,VIZIANAGARAM,Coconut,2014-15,Whole Year,2534,Hectare,27900000,Nuts,11010.26046
Andhra Pradesh,VIZIANAGARAM,Coconut,2015-16,Whole Year,2793,Hectare,27930000,Nuts,10000
Andhra Pradesh,WEST GODAVARI,Coconut,2013-14,Whole Year,21355,Hectare,448904000,Nuts,21021.02552
Andhra Pradesh,WEST GODAVARI,Coconut,2014-15,Whole Year,21729,Hectare,320300000,Nuts,14740.66915
Andhra Pradesh,WEST GODAVARI,Coconut,2015-16,Whole Year,21818,Hectare,296200000,Nuts,13575.94647
Assam,BAKSA,Coconut,2013-14,Whole Year,1150,Hectare,7984000,Nuts,6942.608696
Assam,BAKSA,Coconut,2014-15,Whole Year,560,Hectare,3792000,Nuts,6771.428571
Assam,BAKSA,Coconut,2015-16,Whole Year,1130,Hectare,8432000,Nuts,7461.946903
Assam,BARPETA,Coconut,2013-14,Whole Year,1930,Hectare,24996000,Nuts,12951.29534
Assam,BARPETA,Coconut,2014-15,Whole Year,1694,Hectare,16149000,Nuts,9533.057851
Assam,BARPETA,Coconut,2015-16,Whole Year,1691,Hectare,17671000,Nuts,10450.02957
Assam,BONGAIGAON,Coconut,2013-14,Whole Year,630,Hectare,6410000,Nuts,10174.60317
Assam,BONGAIGAON,Coconut,2014-15,Whole Year,610,Hectare,4253000,Nuts,6972.131148
Assam,BONGAIGAON,Coconut,2015-16,Whole Year,635,Hectare,3548000,Nuts,5587.401575
Assam,CACHAR,Coconut,2013-14,Whole Year,1123,Hectare,1230000,Nuts,1095.280499
Assam,CACHAR,Coconut,2014-15,Whole Year,1072,Hectare,3252000,Nuts,3033.58209
Assam,CACHAR,Coconut,2015-16,Whole Year,1042,Hectare,1183000,Nuts,1135.316699
Assam,CHIRANG,Coconut,2013-14,Whole Year,583,Hectare,4048000,Nuts,6943.396226
Assam,CHIRANG,Coconut,2014-15,Whole Year,624,Hectare,4225000,Nuts,6770.833333
Assam,CHIRANG,Coconut,2015-16,Whole Year,517,Hectare,3858000,Nuts,7462.282398
Assam,DARRANG,Coconut,2013-14,Whole Year,610,Hectare,4403000,Nuts,7218.032787
Assam,DARRANG,Coconut,2014-15,Whole Year,583,Hectare,3907000,Nuts,6701.543739
Assam,DARRANG,Coconut,2015-16,Whole Year,594,Hectare,4111000,Nuts,6920.875421
Assam,DHEMAJI,Coconut,2013-14,Whole Year,104,Hectare,144000,Nuts,1384.615385
Assam,DHEMAJI,Coconut,2014-15,Whole Year,94,Hectare,125000,Nuts,1329.787234
Assam,DHEMAJI,Coconut,2015-16,Whole Year,96,Hectare,137000,Nuts,1427.083333
Assam,DHUBRI,Coconut,2013-14,Whole Year,364,Hectare,3827000,Nuts,10513.73626
Assam,DHUBRI,Coconut,2014-15,Whole Year,366,Hectare,5466000,Nuts,14934.42623
Assam,DHUBRI,Coconut,2015-16,Whole Year,364,Hectare,4357000,Nuts,11969.78022
Assam,DIBRUGARH,Coconut,2013-14,Whole Year,85,Hectare,330000,Nuts,3882.352941
Assam,DIBRUGARH,Coconut,2014-15,Whole Year,77,Hectare,136000,Nuts,1766.233766
Assam,DIBRUGARH,Coconut,2015-16,Whole Year,77,Hectare,184000,Nuts,2389.61039
Assam,DIMA HASAO,Coconut,2013-14,Whole Year,164,Hectare,599000,Nuts,3652.439024
Assam,DIMA HASAO,Coconut,2014-15,Whole Year,164,Hectare,67000,Nuts,408.5365854
Assam,DIMA HASAO,Coconut,2015-16,Whole Year,164,Hectare,101000,Nuts,615.8536585
Assam,GOALPARA,Coconut,2013-14,Whole Year,575,Hectare,4758000,Nuts,8274.782609
Assam,GOALPARA,Coconut,2014-15,Whole Year,736,Hectare,5312000,Nuts,7217.391304
Assam,GOALPARA,Coconut,2015-16,Whole Year,760,Hectare,926000,Nuts,1218.421053
Assam,GOLAGHAT,Coconut,2013-14,Whole Year,1053,Hectare,11878000,Nuts,11280.15195
Assam,GOLAGHAT,Coconut,2014-15,Whole Year,1047,Hectare,5393000,Nuts,5150.907354
Assam,GOLAGHAT,Coconut,2015-16,Whole Year,1047,Hectare,16020000,Nuts,15300.8596
Assam,HAILAKANDI,Coconut,2013-14,Whole Year,269,Hectare,631000,Nuts,2345.724907
Assam,HAILAKANDI,Coconut,2014-15,Whole Year,276,Hectare,1135000,Nuts,4112.318841
Assam,HAILAKANDI,Coconut,2015-16,Whole Year,280,Hectare,2107000,Nuts,7525
Assam,JORHAT,Coconut,2013-14,Whole Year,474,Hectare,3074000,Nuts,6485.232068
Assam,JORHAT,Coconut,2014-15,Whole Year,453,Hectare,6667000,Nuts,14717.43929
Assam,JORHAT,Coconut,2015-16,Whole Year,456,Hectare,5817000,Nuts,12756.57895
Assam,KAMRUP,Coconut,2013-14,Whole Year,1253,Hectare,12547000,Nuts,10013.56744
Assam,KAMRUP,Coconut,2014-15,Whole Year,1228,Hectare,10707000,Nuts,8719.055375
Assam,KAMRUP,Coconut,2015-16,Whole Year,1233,Hectare,11281000,Nuts,9149.229521
Assam,KAMRUP METRO,Coconut,2013-14,Whole Year,210,Hectare,1727000,Nuts,8223.809524
Assam,KAMRUP METRO,Coconut,2014-15,Whole Year,216,Hectare,1672000,Nuts,7740.740741
Assam,KAMRUP METRO,Coconut,2015-16,Whole Year,200,Hectare,1492000,Nuts,7460
Assam,KARBI ANGLONG,Coconut,2013-14,Whole Year,499,Hectare,676000,Nuts,1354.709419
Assam,KARBI ANGLONG,Coconut,2014-15,Whole Year,512,Hectare,2974000,Nuts,5808.59375
Assam,KARBI ANGLONG,Coconut,2015-16,Whole Year,520,Hectare,3880000,Nuts,7461.538462
Assam,KARIMGANJ,Coconut,2013-14,Whole Year,723,Hectare,2429000,Nuts,3359.612725
Assam,KARIMGANJ,Coconut,2014-15,Whole Year,729,Hectare,3059000,Nuts,4196.159122
Assam,KARIMGANJ,Coconut,2015-16,Whole Year,730,Hectare,3558000,Nuts,4873.972603
Assam,KOKRAJHAR,Coconut,2013-14,Whole Year,414,Hectare,2524000,Nuts,6096.618357
Assam,KOKRAJHAR,Coconut,2014-15,Whole Year,427,Hectare,4099000,Nuts,9599.531616
Assam,KOKRAJHAR,Coconut,2015-16,Whole Year,397,Hectare,3857000,Nuts,9715.365239
Assam,LAKHIMPUR,Coconut,2013-14,Whole Year,292,Hectare,995000,Nuts,3407.534247
Assam,LAKHIMPUR,Coconut,2014-15,Whole Year,290,Hectare,1804000,Nuts,6220.689655
Assam,LAKHIMPUR,Coconut,2015-16,Whole Year,287,Hectare,1958000,Nuts,6822.299652
Assam,MARIGAON,Coconut,2013-14,Whole Year,750,Hectare,5130000,Nuts,6840
Assam,MARIGAON,Coconut,2014-15,Whole Year,750,Hectare,5673000,Nuts,7564
Assam,MARIGAON,Coconut,2015-16,Whole Year,706,Hectare,5021000,Nuts,7111.898017
Assam,NAGAON,Coconut,2013-14,Whole Year,3345,Hectare,15005000,Nuts,4485.799701
Assam,NAGAON,Coconut,2014-15,Whole Year,3179,Hectare,19789000,Nuts,6224.913495
Assam,NAGAON,Coconut,2015-16,Whole Year,3064,Hectare,14538000,Nuts,4744.778068
Assam,NALBARI,Coconut,2013-14,Whole Year,1380,Hectare,9945000,Nuts,7206.521739
Assam,NALBARI,Coconut,2014-15,Whole Year,1380,Hectare,13119000,Nuts,9506.521739
Assam,NALBARI,Coconut,2015-16,Whole Year,1385,Hectare,17973000,Nuts,12976.89531
Assam,SIVASAGAR,Coconut,2013-14,Whole Year,489,Hectare,1702000,Nuts,3480.572597
Assam,SIVASAGAR,Coconut,2014-15,Whole Year,484,Hectare,2782000,Nuts,5747.933884
Assam,SIVASAGAR,Coconut,2015-16,Whole Year,470,Hectare,679000,Nuts,1444.680851
Assam,SONITPUR,Coconut,2013-14,Whole Year,1882,Hectare,13878000,Nuts,7374.070138
Assam,SONITPUR,Coconut,2014-15,Whole Year,2027,Hectare,11645000,Nuts,5744.943266
Assam,SONITPUR,Coconut,2015-16,Whole Year,1982,Hectare,15261000,Nuts,7699.798184
Assam,TINSUKIA,Coconut,2013-14,Whole Year,76,Hectare,981000,Nuts,12907.89474
Assam,TINSUKIA,Coconut,2014-15,Whole Year,71,Hectare,1056000,Nuts,14873.23944
Assam,TINSUKIA,Coconut,2015-16,Whole Year,75,Hectare,2257000,Nuts,30093.33333
Assam,UDALGURI,Coconut,2013-14,Whole Year,714,Hectare,4957000,Nuts,6942.577031
Assam,UDALGURI,Coconut,2014-15,Whole Year,691,Hectare,1260000,Nuts,1823.444284
Assam,UDALGURI,Coconut,2015-16,Whole Year,700,Hectare,4449000,Nuts,6355.714286
Chhattisgarh,BASTAR,Coconut,2013-14,Whole Year,1,Hectare,,Nuts,0
Chhattisgarh,BASTAR,Coconut,2014-15,Whole Year,1,Hectare,,Nuts,0
Chhattisgarh,BIJAPUR,Coconut,2013-14,Whole Year,21,Hectare,,Nuts,0
Chhattisgarh,BIJAPUR,Coconut,2014-15,Whole Year,21,Hectare,,Nuts,0
Chhattisgarh,BIJAPUR,Coconut,2015-16,Whole Year,21,Hectare,,Nuts,0
Chhattisgarh,DANTEWADA,Coconut,2013-14,Whole Year,1,Hectare,,Nuts,0
Chhattisgarh,DANTEWADA,Coconut,2014-15,Whole Year,1,Hectare,,Nuts,0
Chhattisgarh,DANTEWADA,Coconut,2015-16,Whole Year,1,Hectare,,Nuts,0
Chhattisgarh,KONDAGAON,Coconut,2014-15,Whole Year,34,Hectare,,Nuts,0
Chhattisgarh,KONDAGAON,Coconut,2015-16,Whole Year,35,Hectare,,Nuts,0
Chhattisgarh,SUKMA,Coconut,2013-14,Whole Year,2,Hectare,,Nuts,0
Chhattisgarh,SUKMA,Coconut,2014-15,Whole Year,2,Hectare,,Nuts,0
Chhattisgarh,SUKMA,Coconut,2015-16,Whole Year,1,Hectare,,Nuts,0
Goa,NORTH GOA,Coconut,2013-14,Whole Year,11379,Hectare,56400000,Nuts,4956.498814
Goa,NORTH GOA,Coconut,2014-15,Whole Year,11399,Hectare,56400000,Nuts,4947.802439
Goa,NORTH GOA,Coconut,2015-16,Whole Year,8925,Hectare,44700000,Nuts,5008.403361
Goa,SOUTH GOA,Coconut,2013-14,Whole Year,14371,Hectare,71700000,Nuts,4989.21439
Goa,SOUTH GOA,Coconut,2014-15,Whole Year,14387,Hectare,71400000,Nuts,4962.813651
Goa,SOUTH GOA,Coconut,2015-16,Whole Year,16893,Hectare,84700000,Nuts,5013.911087
Karnataka,BAGALKOT,Coconut,2013-14,Whole Year,776,Hectare,6157000,Nuts,7934.278351
Karnataka,BAGALKOT,Coconut,2014-15,Whole Year,743,Hectare,6630000,Nuts,8923.283984
Karnataka,BAGALKOT,Coconut,2015-16,Whole Year,745,Hectare,6230000,Nuts,8362.416107
Karnataka,BANGALORE RURAL,Coconut,2013-14,Whole Year,2782,Hectare,22072000,Nuts,7933.860532
Karnataka,BANGALORE RURAL,Coconut,2014-15,Whole Year,2255,Hectare,20123000,Nuts,8923.725055
Karnataka,BANGALORE RURAL,Coconut,2015-16,Whole Year,2827,Hectare,23641000,Nuts,8362.575168
Karnataka,BELGAUM,Coconut,2013-14,Whole Year,106,Hectare,841000,Nuts,7933.962264
Karnataka,BELGAUM,Coconut,2014-15,Whole Year,131,Hectare,1169000,Nuts,8923.664122
Karnataka,BELGAUM,Coconut,2015-16,Whole Year,88,Hectare,736000,Nuts,8363.636364
Karnataka,BELLARY,Coconut,2013-14,Whole Year,2901,Hectare,23016000,Nuts,7933.815926
Karnataka,BELLARY,Coconut,2014-15,Whole Year,555,Hectare,4953000,Nuts,8924.324324
Karnataka,BELLARY,Coconut,2015-16,Whole Year,523,Hectare,4374000,Nuts,8363.288719
Karnataka,BENGALURU URBAN,Coconut,2013-14,Whole Year,2116,Hectare,16788000,Nuts,7933.837429
Karnataka,BENGALURU URBAN,Coconut,2014-15,Whole Year,1281,Hectare,11431000,Nuts,8923.497268
Karnataka,BENGALURU URBAN,Coconut,2015-16,Whole Year,1495,Hectare,12502000,Nuts,8362.541806
Karnataka,BIDAR,Coconut,2013-14,Whole Year,29,Hectare,230000,Nuts,7931.034483
Karnataka,BIDAR,Coconut,2014-15,Whole Year,19,Hectare,170000,Nuts,8947.368421
Karnataka,BIDAR,Coconut,2015-16,Whole Year,8,Hectare,67000,Nuts,8375
Karnataka,BIJAPUR,Coconut,2013-14,Whole Year,293,Hectare,2325000,Nuts,7935.153584
Karnataka,BIJAPUR,Coconut,2014-15,Whole Year,296,Hectare,2641000,Nuts,8922.297297
Karnataka,BIJAPUR,Coconut,2015-16,Whole Year,374,Hectare,3128000,Nuts,8363.636364
Karnataka,CHAMARAJANAGAR,Coconut,2013-14,Whole Year,9299,Hectare,58513000,Nuts,6292.397032
Karnataka,CHAMARAJANAGAR,Coconut,2014-15,Whole Year,9122,Hectare,81403000,Nuts,8923.810568
Karnataka,CHAMARAJANAGAR,Coconut,2015-16,Whole Year,9130,Hectare,76350000,Nuts,8362.541073
Karnataka,CHIKBALLAPUR,Coconut,2013-14,Whole Year,3091,Hectare,24524000,Nuts,7934.001941
Karnataka,CHIKBALLAPUR,Coconut,2014-15,Whole Year,2087,Hectare,18624000,Nuts,8923.814087
Karnataka,CHIKBALLAPUR,Coconut,2015-16,Whole Year,2100,Hectare,17561000,Nuts,8362.380952
Karnataka,CHIKMAGALUR,Coconut,2013-14,Whole Year,41229,Hectare,239553000,Nuts,5810.303427
Karnataka,CHIKMAGALUR,Coconut,2014-15,Whole Year,41329,Hectare,238089000,Nuts,5760.821699
Karnataka,CHIKMAGALUR,Coconut,2015-16,Whole Year,41114,Hectare,283210000,Nuts,6888.407842
Karnataka,CHITRADURGA,Coconut,2013-14,Whole Year,38301,Hectare,504271000,Nuts,13166.00089
Karnataka,CHITRADURGA,Coconut,2014-15,Whole Year,38729,Hectare,297915000,Nuts,7692.297761
Karnataka,CHITRADURGA,Coconut,2015-16,Whole Year,40576,Hectare,370932000,Nuts,9141.660095
Karnataka,DAKSHIN KANNAD,Coconut,2013-14,Whole Year,16296,Hectare,219877000,Nuts,13492.69759
Karnataka,DAKSHIN KANNAD,Coconut,2014-15,Whole Year,18407,Hectare,282127000,Nuts,15327.15815
Karnataka,DAKSHIN KANNAD,Coconut,2015-16,Whole Year,18467,Hectare,267178000,Nuts,14467.86159
Karnataka,DAVANGERE,Coconut,2013-14,Whole Year,11022,Hectare,61815000,Nuts,5608.328797
Karnataka,DAVANGERE,Coconut,2014-15,Whole Year,11863,Hectare,164139000,Nuts,13836.21344
Karnataka,DAVANGERE,Coconut,2015-16,Whole Year,10011,Hectare,119159000,Nuts,11902.80691
Karnataka,DHARWAD,Coconut,2013-14,Whole Year,435,Hectare,3451000,Nuts,7933.333333
Karnataka,DHARWAD,Coconut,2014-15,Whole Year,318,Hectare,2838000,Nuts,8924.528302
Karnataka,DHARWAD,Coconut,2015-16,Whole Year,298,Hectare,2492000,Nuts,8362.416107
Karnataka,GADAG,Coconut,2013-14,Whole Year,286,Hectare,2269000,Nuts,7933.566434
Karnataka,GADAG,Coconut,2014-15,Whole Year,184,Hectare,1642000,Nuts,8923.913043
Karnataka,GADAG,Coconut,2015-16,Whole Year,91,Hectare,761000,Nuts,8362.637363
Karnataka,GULBARGA,Coconut,2013-14,Whole Year,119,Hectare,944000,Nuts,7932.773109
Karnataka,GULBARGA,Coconut,2014-15,Whole Year,192,Hectare,1713000,Nuts,8921.875
Karnataka,HASSAN,Coconut,2013-14,Whole Year,61138,Hectare,319823000,Nuts,5231.16556
Karnataka,HASSAN,Coconut,2014-15,Whole Year,61019,Hectare,382629000,Nuts,6270.653403
Karnataka,HASSAN,Coconut,2015-16,Whole Year,60472,Hectare,310951000,Nuts,5142.065749
Karnataka,HAVERI,Coconut,2013-14,Whole Year,1395,Hectare,11068000,Nuts,7934.050179
Karnataka,HAVERI,Coconut,2014-15,Whole Year,1360,Hectare,12136000,Nuts,8923.529412
Karnataka,HAVERI,Coconut,2015-16,Whole Year,1281,Hectare,10712000,Nuts,8362.217018
Karnataka,KODAGU,Coconut,2013-14,Whole Year,1605,Hectare,12734000,Nuts,7933.956386
Karnataka,KODAGU,Coconut,2014-15,Whole Year,1586,Hectare,14153000,Nuts,8923.70744
Karnataka,KODAGU,Coconut,2015-16,Whole Year,1605,Hectare,13422000,Nuts,8362.616822
Karnataka,KOLAR,Coconut,2013-14,Whole Year,2805,Hectare,22254000,Nuts,7933.68984
Karnataka,KOLAR,Coconut,2014-15,Whole Year,2566,Hectare,22899000,Nuts,8924.006235
Karnataka,KOLAR,Coconut,2015-16,Whole Year,2341,Hectare,19577000,Nuts,8362.665528
Karnataka,KOPPAL,Coconut,2013-14,Whole Year,696,Hectare,5522000,Nuts,7933.908046
Karnataka,KOPPAL,Coconut,2014-15,Whole Year,812,Hectare,7246000,Nuts,8923.64532
Karnataka,KOPPAL,Coconut,2015-16,Whole Year,813,Hectare,6799000,Nuts,8362.853629
Karnataka,MANDYA,Coconut,2013-14,Whole Year,20872,Hectare,149354000,Nuts,7155.711
Karnataka,MANDYA,Coconut,2014-15,Whole Year,27573,Hectare,273682000,Nuts,9925.724441
Karnataka,MANDYA,Coconut,2015-16,Whole Year,24629,Hectare,244729000,Nuts,9936.619432
Karnataka,MYSORE,Coconut,2013-14,Whole Year,22417,Hectare,177853000,Nuts,7933.84485
Karnataka,MYSORE,Coconut,2014-15,Whole Year,22352,Hectare,197674000,Nuts,8843.682892
Karnataka,MYSORE,Coconut,2015-16,Whole Year,16712,Hectare,164837000,Nuts,9863.391575
Karnataka,RAICHUR,Coconut,2013-14,Whole Year,63,Hectare,500000,Nuts,7936.507937
Karnataka,RAICHUR,Coconut,2014-15,Whole Year,80,Hectare,714000,Nuts,8925
Karnataka,RAICHUR,Coconut,2015-16,Whole Year,3166,Hectare,26476000,Nuts,8362.602653
Karnataka,RAMANAGARA,Coconut,2013-14,Whole Year,13637,Hectare,108194000,Nuts,7933.85642
Karnataka,RAMANAGARA,Coconut,2014-15,Whole Year,15056,Hectare,167850000,Nuts,11148.37938
Karnataka,RAMANAGARA,Coconut,2015-16,Whole Year,18242,Hectare,142779000,Nuts,7826.937836
Karnataka,SHIMOGA,Coconut,2013-14,Whole Year,5419,Hectare,42994000,Nuts,7933.936151
Karnataka,SHIMOGA,Coconut,2014-15,Whole Year,5403,Hectare,48216000,Nuts,8923.931149
Karnataka,SHIMOGA,Coconut,2015-16,Whole Year,5774,Hectare,48285000,Nuts,8362.487011
Karnataka,TUMKUR,Coconut,2013-14,Whole Year,145910,Hectare,1139718000,Nuts,7811.102735
Karnataka,TUMKUR,Coconut,2014-15,Whole Year,149419,Hectare,1283692000,Nuts,8591.223338
Karnataka,TUMKUR,Coconut,2015-16,Whole Year,152341,Hectare,1264153000,Nuts,8298.179742
Karnataka,UDUPI,Coconut,2013-14,Whole Year,17771,Hectare,177939000,Nuts,10012.88616
Karnataka,UDUPI,Coconut,2014-15,Whole Year,17825,Hectare,313547000,Nuts,17590.29453
Karnataka,UDUPI,Coconut,2015-16,Whole Year,17922,Hectare,181260000,Nuts,10113.82658
Karnataka,UTTAR KANNAD,Coconut,2013-14,Whole Year,7768,Hectare,61630000,Nuts,7933.831102
Karnataka,UTTAR KANNAD,Coconut,2014-15,Whole Year,7784,Hectare,69463000,Nuts,8923.818088
Karnataka,UTTAR KANNAD,Coconut,2015-16,Whole Year,7787,Hectare,65119000,Nuts,8362.527289
Karnataka,YADGIR,Coconut,2013-14,Whole Year,197,Hectare,1563000,Nuts,7934.010152
Karnataka,YADGIR,Coconut,2014-15,Whole Year,168,Hectare,1499000,Nuts,8922.619048
Karnataka,YADGIR,Coconut,2015-16,Whole Year,168,Hectare,1405000,Nuts,8363.095238
Kerala,ALAPPUZHA,Coconut,2013-14,Whole Year,36880,Hectare,217000000,Nuts,5883.947939
Kerala,ALAPPUZHA,Coconut,2014-15,Whole Year,35161,Hectare,218000000,Nuts,6200.051193
Kerala,ALAPPUZHA,Coconut,2015-16,Whole Year,33227,Hectare,187000000,Nuts,5627.953171
Kerala,ERNAKULAM,Coconut,2013-14,Whole Year,44582,Hectare,227000000,Nuts,5091.741061
Kerala,ERNAKULAM,Coconut,2014-15,Whole Year,43680,Hectare,212000000,Nuts,4853.479853
Kerala,ERNAKULAM,Coconut,2015-16,Whole Year,41915,Hectare,188000000,Nuts,4485.267804
Kerala,IDUKKI,Coconut,2013-14,Whole Year,16518,Hectare,90000000,Nuts,5448.601526
Kerala,IDUKKI,Coconut,2014-15,Whole Year,16655,Hectare,75000000,Nuts,4503.152207
Kerala,IDUKKI,Coconut,2015-16,Whole Year,16546,Hectare,63000000,Nuts,3807.566784
Kerala,KANNUR,Coconut,2013-14,Whole Year,85063,Hectare,574000000,Nuts,6747.939762
Kerala,KANNUR,Coconut,2014-15,Whole Year,85807,Hectare,533000000,Nuts,6211.614437
Kerala,KANNUR,Coconut,2015-16,Whole Year,89238,Hectare,563000000,Nuts,6308.971514
Kerala,KASARAGOD,Coconut,2013-14,Whole Year,61836,Hectare,602000000,Nuts,9735.4292
Kerala,KASARAGOD,Coconut,2014-15,Whole Year,63791,Hectare,705000000,Nuts,11051.71576
Kerala,KASARAGOD,Coconut,2015-16,Whole Year,64335,Hectare,619000000,Nuts,9621.512396
Kerala,KOLLAM,Coconut,2013-14,Whole Year,61309,Hectare,473000000,Nuts,7715.017371
Kerala,KOLLAM,Coconut,2014-15,Whole Year,52360,Hectare,387000000,Nuts,7391.138273
Kerala,KOLLAM,Coconut,2015-16,Whole Year,51834,Hectare,358000000,Nuts,6906.66358
Kerala,KOTTAYAM,Coconut,2013-14,Whole Year,27019,Hectare,126000000,Nuts,4663.385025
Kerala,KOTTAYAM,Coconut,2014-15,Whole Year,26529,Hectare,140000000,Nuts,5277.243771
Kerala,KOTTAYAM,Coconut,2015-16,Whole Year,26849,Hectare,133000000,Nuts,4953.629558
Kerala,KOZHIKODE,Coconut,2013-14,Whole Year,123115,Hectare,948000000,Nuts,7700.117776
Kerala,KOZHIKODE,Coconut,2014-15,Whole Year,123066,Hectare,1001000000,Nuts,8133.846879
Kerala,KOZHIKODE,Coconut,2015-16,Whole Year,120683,Hectare,975000000,Nuts,8079.016929
Kerala,MALAPPURAM,Coconut,2013-14,Whole Year,105481,Hectare,935000000,Nuts,8864.15563
Kerala,MALAPPURAM,Coconut,2014-15,Whole Year,103691,Hectare,933000000,Nuts,8997.887956
Kerala,MALAPPURAM,Coconut,2015-16,Whole Year,103391,Hectare,1046000000,Nuts,10116.93474
Kerala,PALAKKAD,Coconut,2013-14,Whole Year,61016,Hectare,397000000,Nuts,6506.490101
Kerala,PALAKKAD,Coconut,2014-15,Whole Year,60687,Hectare,442000000,Nuts,7283.273189
Kerala,PALAKKAD,Coconut,2015-16,Whole Year,59976,Hectare,451000000,Nuts,7519.674536
Kerala,PATHANAMTHITTA,Coconut,2013-14,Whole Year,15606,Hectare,98000000,Nuts,6279.636037
Kerala,PATHANAMTHITTA,Coconut,2014-15,Whole Year,15803,Hectare,92000000,Nuts,5821.679428
Kerala,PATHANAMTHITTA,Coconut,2015-16,Whole Year,15884,Hectare,91000000,Nuts,5729.035507
Kerala,THIRUVANANTHAPURAM,Coconut,2013-14,Whole Year,71320,Hectare,551000000,Nuts,7725.74313
Kerala,THIRUVANANTHAPURAM,Coconut,2014-15,Whole Year,73079,Hectare,665000000,Nuts,9099.741376
Kerala,THIRUVANANTHAPURAM,Coconut,2015-16,Whole Year,72340,Hectare,633000000,Nuts,8750.34559
Kerala,THRISSUR,Coconut,2013-14,Whole Year,87177,Hectare,618000000,Nuts,7089.025775
Kerala,THRISSUR,Coconut,2014-15,Whole Year,83221,Hectare,485000000,Nuts,5827.85595
Kerala,THRISSUR,Coconut,2015-16,Whole Year,81602,Hectare,489000000,Nuts,5992.500184
Kerala,WAYANAD,Coconut,2013-14,Whole Year,11725,Hectare,65000000,Nuts,5543.710021
Kerala,WAYANAD,Coconut,2014-15,Whole Year,10326,Hectare,59000000,Nuts,5713.732326
Kerala,WAYANAD,Coconut,2015-16,Whole Year,12403,Hectare,77000000,Nuts,6208.175441
Puducherry,KARAIKAL,Coconut,2013-14,Whole Year,205,Hectare,615000,Nuts,3000
Puducherry,KARAIKAL,Coconut,2014-15,Whole Year,192,Hectare,1843000,Nuts,9598.958333
Puducherry,KARAIKAL,Coconut,2015-16,Whole Year,200,Hectare,1814000,Nuts,9070
Puducherry,MAHE,Coconut,2015-16,Whole Year,466,Hectare,4567000,Nuts,9800.429185
Puducherry,PONDICHERRY,Coconut,2013-14,Whole Year,1047,Hectare,11869000,Nuts,11336.19866
Puducherry,PONDICHERRY,Coconut,2014-15,Whole Year,1050,Hectare,19950000,Nuts,19000
Puducherry,PONDICHERRY,Coconut,2015-16,Whole Year,993,Hectare,18867000,Nuts,19000
